Function,Best Solution,Best Fitness,Execution Time,Step Size,Domain,Iterations,Result,Domain_left,Domain_right,Domain_range,Domain_quantile,Step_Size_quantile
himmelblau,"[-2.3711, 3.0305]",5.5458,0.0021,0.7,"[-2.3711, 4.9766]",253,bad,-2.3711,4.9766,7.347700000000001,12,5
himmelblau,"[2.3232, 2.3203]",11.27291,0.002,1.0,"[-4.9739, 2.3232]",164,bad,-4.9739,2.3232,7.2971,12,8
himmelblau,"[2.2797, 1.7553]",19.07257,0.002,0.3,"[-2.3949, 2.2797]",330,bad,-2.3949,2.2797,4.6746,6,1
himmelblau,"[-3.2691, -2.4872]",24.51124,0.004,0.3,"[-3.2691, 3.9397]",596,bad,-3.2691,3.9397,7.2088,12,1
himmelblau,"[3.5228, -1.082]",5.42719,0.001,0.5,"[-1.082, 4.2607]",200,bad,-1.082,4.2607,5.3427,7,3
himmelblau,"[-0.8137, 0.4056]",157.15931,0.003,0.4,"[-1.1034, 0.4056]",307,bad,-1.1034,0.4056,1.509,0,2
himmelblau,"[2.9959, 2.0172]",0.00426,0.0,0.4,"[-0.827, 3.1161]",41,good,-0.827,3.1161,3.9431,4,2
himmelblau,"[-3.7891, -3.2799]",0.00694,0.0026,0.5,"[-4.9765, 0.4031]",355,good,-4.9765,0.4031,5.3796,8,3
himmelblau,"[2.9952, 1.9948]",0.00181,0.0,0.5,"[-1.7979, 3.0553]",29,good,-1.7979,3.0553,4.8532,7,3
himmelblau,"[-1.12, 0.036]",160.18942,0.001,0.5,"[-1.12, 0.036]",58,bad,-1.12,0.036,1.1560000000000001,0,3
himmelblau,"[2.9939, 2.0254]",0.00941,0.0,0.8,"[-2.3394, 4.3321]",36,good,-2.3394,4.3321,6.6715,10,6
himmelblau,"[-2.8057, 3.1431]",0.00559,0.0,0.7,"[-4.3173, 3.4235]",56,good,-4.3173,3.4235,7.7408,13,5
himmelblau,"[1.3634, 1.3634]",74.76271,0.001,0.6,"[-0.0396, 1.3634]",58,bad,-0.0396,1.3634,1.403,0,4
himmelblau,"[2.6679, 2.1739]",3.07406,0.002,0.6,"[-1.4951, 2.6679]",184,bad,-1.4951,2.6679,4.163,5,4
himmelblau,"[3.594, -1.6419]",0.57985,0.002,0.3,"[-1.6419, 4.6967]",339,bad,-1.6419,4.6967,6.3386,10,1
himmelblau,"[-2.0913, 0.6455]",111.01997,0.0,0.3,"[-2.0913, 0.6455]",75,bad,-2.0913,0.6455,2.7367999999999997,2,1
himmelblau,"[2.2487, -1.3012]",61.8345,0.0013,0.9,"[-3.6504, 2.2487]",200,bad,-3.6504,2.2487,5.8991,9,7
himmelblau,"[2.9887, 2.0048]",0.004,0.0,0.8,"[-0.2221, 4.7058]",87,good,-0.2221,4.7058,4.9279,7,6
himmelblau,"[-1.9227, 3.0986]",18.1392,0.002,0.6,"[-1.9227, 3.8495]",221,bad,-1.9227,3.8495,5.7722,8,4
himmelblau,"[2.115, 2.3625]",17.82482,0.007,0.5,"[-0.3016, 2.5535]",999,good,-0.3016,2.5535,2.8551,2,3
himmelblau,"[-3.7724, -3.2782]",0.00293,0.0,0.5,"[-4.6345, 0.5707]",30,good,-4.6345,0.5707,5.2052,7,3
himmelblau,"[-3.7699, -3.2697]",0.00954,0.0,0.8,"[-4.5982, 0.1473]",112,good,-4.5982,0.1473,4.7455,6,6
himmelblau,"[1.8079, 1.6612]",42.76635,0.003,0.9,"[-2.4188, 1.8079]",293,bad,-2.4188,1.8079,4.2267,5,7
himmelblau,"[3.5791, -1.8683]",0.00825,0.001,0.9,"[-2.3278, 4.7064]",33,good,-2.3278,4.7064,7.0342,11,7
himmelblau,"[2.988, 2.003]",0.0047,0.0,0.8,"[-0.8258, 3.8643]",22,good,-0.8258,3.8643,4.6901,6,6
himmelblau,"[2.9675, 1.9692]",0.07433,0.0035,0.4,"[-3.8661, 2.9675]",454,bad,-3.8661,2.9675,6.8336,11,2
himmelblau,"[1.2183, 1.2183]",87.31394,0.0,0.8,"[-0.3218, 1.2183]",61,bad,-0.3218,1.2183,1.5400999999999998,0,6
himmelblau,"[3.1069, -0.2357]",17.23227,0.001,0.4,"[-1.7878, 3.1069]",212,bad,-1.7878,3.1069,4.8947,7,2
himmelblau,"[-3.7814, -3.2927]",0.00366,0.0,1.0,"[-4.2673, 4.6777]",49,good,-4.2673,4.6777,8.945,14,8
himmelblau,"[-2.2147, 0.0201]",121.81044,0.0015,0.4,"[-2.2147, 0.0201]",65,bad,-2.2147,0.0201,2.2348,1,2
himmelblau,"[-1.8929, 0.1048]",132.35581,0.0,0.4,"[-1.8929, 0.1048]",57,bad,-1.8929,0.1048,1.9977,1,2
himmelblau,"[3.1678, -1.5166]",8.50708,0.001,0.7,"[-3.4413, 3.1678]",240,bad,-3.4413,3.1678,6.6091,10,5
himmelblau,"[2.9713, 2.0544]",0.05043,0.007,0.1,"[-0.4351, 3.2975]",999,good,-0.4351,3.2975,3.7325999999999997,4,0
himmelblau,"[0.1125, 2.7021]",68.81681,0.002,0.1,"[-0.3517, 2.7021]",245,bad,-0.3517,2.7021,3.0538000000000003,2,0
himmelblau,"[-2.3683, 1.8404]",48.38297,0.001,0.3,"[-2.3683, 1.8404]",80,bad,-2.3683,1.8404,4.2087,5,1
himmelblau,"[-3.5917, -3.1424]",2.05765,0.006,0.5,"[-3.5917, 0.3989]",864,bad,-3.5917,0.3989,3.9905999999999997,4,3
himmelblau,"[2.9242, 2.1182]",0.27853,0.003,0.5,"[-4.3502, 2.9242]",362,bad,-4.3502,2.9242,7.2744,12,3
himmelblau,"[3.0099, 1.982]",0.00552,0.004,0.1,"[-4.4136, 3.7136]",516,good,-4.4136,3.7136,8.1272,13,0
himmelblau,"[-2.6997, 3.1105]",0.36233,0.0,0.1,"[-2.6997, 3.1105]",85,bad,-2.6997,3.1105,5.8102,9,0
himmelblau,"[2.9979, 1.9771]",0.00992,0.002,1.0,"[-0.1312, 3.3218]",246,good,-0.1312,3.3218,3.4530000000000003,3,8
himmelblau,"[1.4178, 1.034]",83.66499,0.007,0.1,"[-0.6666, 1.6677]",999,good,-0.6666,1.6677,2.3343,1,0
himmelblau,"[3.3565, 0.364]",12.72431,0.0066,0.2,"[-2.02, 3.8906]",999,good,-2.02,3.8906,5.9106000000000005,9,0
himmelblau,"[2.7361, 2.1411]",1.98723,0.0016,0.5,"[-1.1754, 2.7361]",156,bad,-1.1754,2.7361,3.9115,4,3
himmelblau,"[-1.3622, 0.8646]",126.53792,0.001,0.2,"[-1.3622, 0.8646]",60,bad,-1.3622,0.8646,2.2268,1,0
himmelblau,"[2.4064, -1.7973]",50.95165,0.001,0.4,"[-4.734, 2.4064]",195,bad,-4.734,2.4064,7.1404,12,2
himmelblau,"[-3.0091, 0.3717]",99.91137,0.001,0.3,"[-4.0922, 0.3717]",221,bad,-4.0922,0.3717,4.4639,6,1
himmelblau,"[-2.8994, 1.0828]",78.44267,0.0015,0.2,"[-4.6702, 1.0828]",237,bad,-4.6702,1.0828,5.753,8,0
himmelblau,"[3.015, 1.9781]",0.00987,0.003,0.6,"[-0.9109, 4.2625]",376,good,-0.9109,4.2625,5.1734,7,4
three_hump_camel,"[-0.0369, -0.0462]",0.00657,0.001,0.5,"[-0.7015, 3.0627]",50,good,-0.7015,3.0627,3.7641999999999998,4,3
three_hump_camel,"[0.0731, -0.0535]",0.0096,0.0,1.0,"[-1.3261, 1.6283]",16,good,-1.3261,1.6283,2.9544,2,8
three_hump_camel,"[1.7476, -0.8738]",0.29864,0.005,0.7,"[-3.5392, 3.8826]",633,bad,-3.5392,3.8826,7.4218,12,5
three_hump_camel,"[1.7475, -0.8727]",0.29864,0.0066,0.9,"[-1.4083, 4.9953]",900,bad,-1.4083,4.9953,6.403600000000001,10,7
three_hump_camel,"[-1.744, 0.8275]",0.30069,0.0025,0.5,"[-2.8625, 0.8275]",308,bad,-2.8625,0.8275,3.69,3,3
three_hump_camel,"[1.7475, -0.8712]",0.29865,0.0161,0.1,"[-1.6125, 4.6425]",999,good,-1.6125,4.6425,6.255,9,0
three_hump_camel,"[1.7297, -0.6668]",0.33967,0.002,0.3,"[-0.6668, 2.3164]",221,bad,-0.6668,2.3164,2.9831999999999996,2,1
three_hump_camel,"[-1.7476, 0.8738]",0.29864,0.0075,0.6,"[-4.6339, 1.365]",999,good,-4.6339,1.365,5.9989,9,4
three_hump_camel,"[-0.0172, -0.0495]",0.0039,0.0,0.4,"[-4.0133, 0.0896]",33,good,-4.0133,0.0896,4.1029,5,2
three_hump_camel,"[-0.0066, -0.2787]",0.0796,0.0086,0.5,"[-1.7999, 0.7708]",999,good,-1.7999,0.7708,2.5707,2,3
three_hump_camel,"[-1.7476, 0.874]",0.29864,0.004,0.3,"[-4.3767, 1.9907]",502,bad,-4.3767,1.9907,6.3674,10,1
three_hump_camel,"[0.0322, -0.1042]",0.00958,0.002,1.0,"[-2.761, 0.2222]",226,good,-2.761,0.2222,2.9832,2,8
three_hump_camel,"[0.0431, 0.0149]",0.00458,0.0,0.5,"[-2.5748, 0.6827]",19,good,-2.5748,0.6827,3.2575000000000003,3,3
three_hump_camel,"[0.0095, -0.0865]",0.00684,0.0,0.1,"[-2.0825, 1.2861]",45,good,-2.0825,1.2861,3.3686,3,0
three_hump_camel,"[0.0997, -2.2223]",4.73677,0.0076,0.7,"[-3.1035, 0.7106]",999,good,-3.1035,0.7106,3.8141,4,5
three_hump_camel,"[-0.0559, -0.0199]",0.00776,0.0,0.9,"[-1.8987, 1.998]",4,good,-1.8987,1.998,3.8967,4,7
three_hump_camel,"[0.045, -0.1006]",0.00965,0.002,0.1,"[-1.4121, 1.7691]",205,good,-1.4121,1.7691,3.1811999999999996,3,0
three_hump_camel,"[-1.7476, 0.8739]",0.29864,0.0084,0.8,"[-4.4818, 2.6472]",999,good,-4.4818,2.6472,7.129,12,6
three_hump_camel,"[0.5081, -0.694]",0.57826,0.0071,0.6,"[-3.9705, 3.2744]",999,good,-3.9705,3.2744,7.2448999999999995,12,4
three_hump_camel,"[-0.0287, -0.0764]",0.00969,0.001,1.0,"[-2.8481, 4.7826]",26,good,-2.8481,4.7826,7.630700000000001,13,8
three_hump_camel,"[0.0243, -0.0959]",0.00804,0.001,1.0,"[-4.3129, 1.2423]",118,good,-4.3129,1.2423,5.5552,8,8
three_hump_camel,"[-0.0139, 0.0249]",0.00066,0.0,0.6,"[-0.105, 2.726]",10,good,-0.105,2.726,2.831,2,4
three_hump_camel,"[-0.0618, 0.0756]",0.00866,0.0,1.0,"[-0.1477, 3.8377]",26,good,-0.1477,3.8377,3.9854,4,8
three_hump_camel,"[-0.0418, 0.1004]",0.00937,0.0,0.6,"[-2.074, 4.4287]",40,good,-2.074,4.4287,6.5027,10,4
three_hump_camel,"[-0.0418, 0.1004]",0.00938,0.0,0.9,"[-2.8391, 2.4639]",28,good,-2.8391,2.4639,5.303000000000001,7,7
three_hump_camel,"[0.0288, 0.0455]",0.00504,0.001,0.1,"[-4.7488, 2.0277]",65,good,-4.7488,2.0277,6.7765,11,0
three_hump_camel,"[1.738, -0.7931]",0.30493,0.0081,1.0,"[-2.3105, 3.6159]",999,good,-2.3105,3.6159,5.9264,9,8
three_hump_camel,"[0.0654, -0.0723]",0.00904,0.0,0.2,"[-2.547, 0.9849]",57,good,-2.547,0.9849,3.5319000000000003,3,0
three_hump_camel,"[1.69, -0.4263]",0.49134,0.002,1.0,"[-0.4263, 3.3162]",292,bad,-0.4263,3.3162,3.7424999999999997,4,8
three_hump_camel,"[-0.0323, 0.0947]",0.008,0.0,0.5,"[-0.5299, 1.1502]",30,good,-0.5299,1.1502,1.6801,1,3
three_hump_camel,"[-0.0032, 0.0041]",2e-05,0.0,0.5,"[-2.2735, 1.6674]",32,good,-2.2735,1.6674,3.9409,4,3
three_hump_camel,"[-0.032, -0.063]",0.00804,0.0,0.5,"[-0.3886, 3.7727]",74,good,-0.3886,3.7727,4.1613,5,3
three_hump_camel,"[-0.0615, 0.0304]",0.0066,0.001,0.6,"[-4.3343, 4.2532]",50,good,-4.3343,4.2532,8.587499999999999,14,4
three_hump_camel,"[0.0571, -0.027]",0.0057,0.0,0.6,"[-0.5443, 0.7469]",14,good,-0.5443,0.7469,1.2912,0,4
three_hump_camel,"[0.0532, -0.0974]",0.00996,0.0,0.8,"[-0.5892, 3.8296]",47,good,-0.5892,3.8296,4.4188,5,6
three_hump_camel,"[0.0496, -0.0887]",0.00838,0.0,0.8,"[-4.8456, 1.4353]",85,good,-4.8456,1.4353,6.2809,9,6
three_hump_camel,"[-0.0174, 0.0791]",0.00549,0.0,0.6,"[-0.533, 3.4856]",17,good,-0.533,3.4856,4.0186,4,4
three_hump_camel,"[-1.7718, 1.0165]",0.31929,0.0075,0.4,"[-2.6235, 3.1768]",999,good,-2.6235,3.1768,5.8003,8,2
three_hump_camel,"[-1.7023, 0.851]",0.30965,0.001,0.1,"[-1.7023, 4.8036]",203,bad,-1.7023,4.8036,6.5059000000000005,10,0
three_hump_camel,"[1.7424, -0.8149]",0.30196,0.0046,0.4,"[-1.9121, 4.0614]",572,bad,-1.9121,4.0614,5.9735,9,2
three_hump_camel,"[-1.7541, 0.923]",0.301,0.0074,0.1,"[-4.2511, 2.9617]",999,good,-4.2511,2.9617,7.2128,12,0
three_hump_camel,"[1.7477, -0.8706]",0.29865,0.0076,0.4,"[-1.515, 4.945]",999,good,-1.515,4.945,6.46,10,2
three_hump_camel,"[-0.0186, 0.0318]",0.00111,0.0,0.1,"[-0.1682, 0.3911]",4,good,-0.1682,0.3911,0.5593,0,0
three_hump_camel,"[-1.7478, 0.8754]",0.29864,0.0076,1.0,"[-2.7164, 3.4502]",999,good,-2.7164,3.4502,6.166600000000001,9,8
three_hump_camel,"[0.2738, -0.4679]",0.23494,0.0075,0.4,"[-4.9364, 1.1466]",999,good,-4.9364,1.1466,6.083,9,2
three_hump_camel,"[-0.0261, 0.0615]",0.00354,0.0,0.1,"[-2.4309, 1.8104]",30,good,-2.4309,1.8104,4.2413,5,0
three_hump_camel,"[0.0517, -0.0957]",0.00955,0.0011,0.9,"[-0.4591, 2.4759]",126,good,-0.4591,2.4759,2.935,2,7
three_hump_camel,"[1.7471, -0.8778]",0.29866,0.0081,0.5,"[-3.5517, 4.2831]",999,good,-3.5517,4.2831,7.8347999999999995,13,3
three_hump_camel,"[1.7459, -0.8611]",0.29879,0.0066,0.7,"[-1.5159, 2.6051]",999,good,-1.5159,2.6051,4.121,5,5
three_hump_camel,"[0.0691, -0.0745]",0.00993,0.0076,0.8,"[-0.7678, 0.6808]",915,good,-0.7678,0.6808,1.4485999999999999,0,6
three_hump_camel,"[0.0466, 0.0466]",0.00868,0.0,0.2,"[-4.8367, 0.0466]",44,good,-4.8367,0.0466,4.8833,7,0
three_hump_camel,"[0.03, -0.0495]",0.00277,0.0,0.1,"[-0.1686, 1.8148]",20,good,-0.1686,1.8148,1.9834,1,0
three_hump_camel,"[0.0637, -0.0113]",0.0075,0.0,0.3,"[-0.9054, 1.5803]",14,good,-0.9054,1.5803,2.4857,1,1
three_hump_camel,"[1.7476, -0.8738]",0.29864,0.006,0.6,"[-3.5924, 4.9499]",815,bad,-3.5924,4.9499,8.542300000000001,14,4
three_hump_camel,"[-1.7476, 0.8738]",0.29864,0.005,0.5,"[-2.8905, 3.3945]",705,bad,-2.8905,3.3945,6.285,10,3
three_hump_camel,"[0.0574, -0.0347]",0.00579,0.0,0.3,"[-4.8628, 2.7429]",18,good,-4.8628,2.7429,7.605700000000001,13,1
three_hump_camel,"[-1.7476, 0.8738]",0.29864,0.0076,0.4,"[-3.096, 3.7726]",999,good,-3.096,3.7726,6.868600000000001,11,2
three_hump_camel,"[-0.022, 0.0962]",0.00811,0.0,0.4,"[-2.5017, 3.181]",54,good,-2.5017,3.181,5.6827000000000005,8,2
three_hump_camel,"[-0.0089, 0.0106]",0.00018,0.001,0.1,"[-4.9457, 1.9933]",21,good,-4.9457,1.9933,6.939,11,0
three_hump_camel,"[-1.7446, 0.8628]",0.29878,0.0086,0.3,"[-1.7704, 1.9766]",999,good,-1.7704,1.9766,3.747,4,1
three_hump_camel,"[-0.031, -0.0033]",0.00203,0.0014,0.2,"[-0.3938, 3.9877]",60,good,-0.3938,3.9877,4.3815,5,0
three_hump_camel,"[0.0663, -0.0158]",0.00798,0.0,0.8,"[-1.2929, 0.9086]",15,good,-1.2929,0.9086,2.2015,1,6
three_hump_camel,"[-0.0498, 0.0957]",0.00935,0.0035,0.3,"[-4.3342, 4.4253]",533,good,-4.3342,4.4253,8.7595,14,1
three_hump_camel,"[-0.0441, 0.1031]",0.00997,0.001,0.3,"[-2.2085, 1.6883]",141,good,-2.2085,1.6883,3.8968,4,1
three_hump_camel,"[0.0379, -0.1048]",0.00988,0.0,0.8,"[-0.1048, 2.0839]",30,good,-0.1048,2.0839,2.1887,1,6
three_hump_camel,"[-3.6049, -4.4546]",250.35635,0.0076,0.2,"[-4.5572, 0.2723]",999,good,-4.5572,0.2723,4.8294999999999995,6,0
three_hump_camel,"[1.7476, -0.8738]",0.29864,0.003,0.6,"[-4.1165, 3.8695]",282,bad,-4.1165,3.8695,7.986000000000001,13,4
three_hump_camel,"[0.0276, -0.1061]",0.00985,0.001,1.0,"[-4.8204, 2.5518]",70,good,-4.8204,2.5518,7.3722,12,8
three_hump_camel,"[0.0574, 0.021]",0.00821,0.0,0.5,"[-3.3003, 0.3476]",27,good,-3.3003,0.3476,3.6479,3,3
three_hump_camel,"[-0.0359, 0.065]",0.00447,0.001,0.9,"[-4.6317, 2.1047]",78,good,-4.6317,2.1047,6.7364,11,7
three_hump_camel,"[0.043, -0.0525]",0.0042,0.001,0.3,"[-1.7724, 1.0231]",29,good,-1.7724,1.0231,2.7954999999999997,2,1
three_hump_camel,"[-1.5966, 0.0067]",1.0254,0.0032,0.2,"[-4.3359, 0.0067]",457,bad,-4.3359,0.0067,4.3426,5,0
three_hump_camel,"[-0.0488, 0.0983]",0.00963,0.0,0.7,"[-3.0237, 3.4159]",18,good,-3.0237,3.4159,6.4396,10,5
three_hump_camel,"[0.0006, 0.0468]",0.00222,0.0,1.0,"[-3.033, 1.4056]",7,good,-3.033,1.4056,4.4386,6,8
three_hump_camel,"[-1.747, 0.8688]",0.29866,0.0056,0.2,"[-4.9701, 1.7574]",805,bad,-4.9701,1.7574,6.727500000000001,10,0
three_hump_camel,"[0.0258, -0.0753]",0.00506,0.0,1.0,"[-4.0076, 3.6726]",26,good,-4.0076,3.6726,7.6802,13,8
three_hump_camel,"[1.7476, -0.8738]",0.29864,0.0076,0.5,"[-3.0003, 4.2682]",969,bad,-3.0003,4.2682,7.2685,12,3
three_hump_camel,"[1.7476, -0.8738]",0.29864,0.005,0.8,"[-3.5939, 4.7529]",585,bad,-3.5939,4.7529,8.3468,14,6
three_hump_camel,"[-1.7183, 0.6013]",0.36984,0.001,0.5,"[-4.9966, 0.6013]",247,bad,-4.9966,0.6013,5.5979,8,3
three_hump_camel,"[0.0077, -0.0854]",0.00676,0.0,1.0,"[-3.1613, 0.2834]",54,good,-3.1613,0.2834,3.4447,3,8
three_hump_camel,"[1.7475, -0.8736]",0.29864,0.0075,0.7,"[-3.7415, 4.4291]",999,good,-3.7415,4.4291,8.1706,14,5
three_hump_camel,"[-1.7476, 0.8738]",0.29864,0.0046,0.3,"[-2.1547, 2.8113]",684,bad,-2.1547,2.8113,4.966,7,1
three_hump_camel,"[0.017, 0.0467]",0.00356,0.0,0.9,"[-0.2733, 1.3213]",4,good,-0.2733,1.3213,1.5945999999999998,0,7
three_hump_camel,"[-0.0421, 0.0443]",0.00364,0.0,0.5,"[-4.2619, 4.0243]",73,good,-4.2619,4.0243,8.286200000000001,14,3
three_hump_camel,"[-0.0587, 0.0707]",0.00772,0.0,1.0,"[-3.1743, 0.0707]",17,good,-3.1743,0.0707,3.245,3,8
three_hump_camel,"[-1.7476, 0.8739]",0.29864,0.0075,0.2,"[-3.0747, 2.4968]",999,good,-3.0747,2.4968,5.5715,8,0
three_hump_camel,"[1.7475, -0.8721]",0.29864,0.0076,1.0,"[-1.2303, 4.1926]",971,bad,-1.2303,4.1926,5.422899999999999,8,8
three_hump_camel,"[-0.2198, 1.2402]",1.35965,0.007,0.8,"[-1.6664, 4.7674]",999,good,-1.6664,4.7674,6.433800000000001,10,6
three_hump_camel,"[-0.0058, -0.0454]",0.00239,0.0,0.6,"[-1.0838, 1.6776]",9,good,-1.0838,1.6776,2.7614,2,4
three_hump_camel,"[0.0507, -0.085]",0.00805,0.001,0.3,"[-4.04, 0.4681]",16,good,-4.04,0.4681,4.5081,6,1
three_hump_camel,"[1.7483, -0.8782]",0.29866,0.0069,0.8,"[-4.2087, 4.0699]",954,bad,-4.2087,4.0699,8.2786,14,6
three_hump_camel,"[0.021, -0.1063]",0.00995,0.0,0.7,"[-4.3453, 2.7563]",28,good,-4.3453,2.7563,7.1015999999999995,11,5
three_hump_camel,"[-1.7476, 0.8738]",0.29864,0.003,0.7,"[-3.1422, 2.2082]",326,bad,-3.1422,2.2082,5.3504000000000005,8,5
three_hump_camel,"[-1.7643, 1.051]",0.32882,0.0076,0.2,"[-2.4619, 4.5154]",999,good,-2.4619,4.5154,6.9773,11,0
three_hump_camel,"[-1.6937, 0.5411]",0.40744,0.003,0.1,"[-3.8822, 0.5411]",324,bad,-3.8822,0.5411,4.4233,6,0
three_hump_camel,"[-0.0512, 0.0815]",0.0077,0.0,0.2,"[-4.0242, 2.803]",14,good,-4.0242,2.803,6.8272,11,0
three_hump_camel,"[0.0081, -0.1013]",0.00958,0.0,0.9,"[-0.755, 0.3616]",10,good,-0.755,0.3616,1.1166,0,7
three_hump_camel,"[0.0387, -0.0469]",0.00338,0.0021,0.3,"[-3.9608, 3.861]",283,good,-3.9608,3.861,7.8218,13,1
three_hump_camel,"[0.0296, -0.0708]",0.00467,0.001,0.7,"[-2.9201, 1.5966]",97,good,-2.9201,1.5966,4.5167,6,5
three_hump_camel,"[0.009, 0.0449]",0.00259,0.0,0.5,"[-3.3397, 3.5304]",20,good,-3.3397,3.5304,6.870100000000001,11,3
